NAME	TITLE	SCORE	
IFFO1	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]	-0.4691458	
AKR1B10	aldo-keto reductase family 1 member B10 [Source:HGNC Symbol;Acc:HGNC:382]	-0.46918026	
DIPK1A	divergent protein kinase domain 1A [Source:HGNC Symbol;Acc:HGNC:32213]	-0.46960795	
SLC41A1	solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]	-0.4697133	
NALCN	sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]	-0.46977884	
PTX4	pentraxin 4 [Source:HGNC Symbol;Acc:HGNC:14171]	-0.46993756	
SCGB3A2	secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391]	-0.4699696	
HMCN2	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]	-0.47003877	
GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17079]	-0.4700611	
RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	-0.47007483	
ELL2	elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]	-0.47022074	
IGKV4-1	immunoglobulin kappa variable 4-1 [Source:HGNC Symbol;Acc:HGNC:5834]	-0.47031218	
CHST9	carbohydrate sulfotransferase 9 [Source:HGNC Symbol;Acc:HGNC:19898]	-0.47043344	
PLA2G12A	phospholipase A2 group XIIA [Source:HGNC Symbol;Acc:HGNC:18554]	-0.47046122	
PPP1R42	protein phosphatase 1 regulatory subunit 42 [Source:HGNC Symbol;Acc:HGNC:33732]	-0.47059628	
SGCA	sarcoglycan alpha [Source:HGNC Symbol;Acc:HGNC:10805]	-0.4707575	
PCSK6	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]	-0.47075954	
KCND2	potassium voltage-gated channel subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:6238]	-0.47081357	
DHX35	DEAH-box helicase 35 [Source:HGNC Symbol;Acc:HGNC:15861]	-0.4708786	
SPG21	SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]	-0.4708813	
CCDC87	coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579]	-0.47108865	
CHST10	carbohydrate sulfotransferase 10 [Source:HGNC Symbol;Acc:HGNC:19650]	-0.47119552	
L3HYPDH	trans-L-3-hydroxyproline dehydratase [Source:HGNC Symbol;Acc:HGNC:20488]	-0.47120652	
NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	-0.4712762	
CDC25B	cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]	-0.4713519	
FOCAD	focadhesin [Source:HGNC Symbol;Acc:HGNC:23377]	-0.47139087	
HPS5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2 [Source:HGNC Symbol;Acc:HGNC:17022]	-0.47141743	
DMRT3	doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:13909]	-0.47145617	
MACROH2A2	macroH2A.2 histone [Source:HGNC Symbol;Acc:HGNC:14453]	-0.47146595	
CABCOCO1	ciliary associated calcium binding coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28678]	-0.47149578	
RNFT2	ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]	-0.47153506	
BFSP2	beaded filament structural protein 2 [Source:HGNC Symbol;Acc:HGNC:1041]	-0.4717079	
HECTD3	HECT domain E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:26117]	-0.4717523	
MPPED2	metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180]	-0.47190726	
CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:HGNC Symbol;Acc:HGNC:2088]	-0.47191474	
PTPRN	protein tyrosine phosphatase receptor type N [Source:HGNC Symbol;Acc:HGNC:9676]	-0.47196287	
TXNRD1	thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]	-0.47197065	
MTO1	mitochondrial tRNA translation optimization 1 [Source:HGNC Symbol;Acc:HGNC:19261]	-0.471974	
TEX30	testis expressed 30 [Source:HGNC Symbol;Acc:HGNC:25188]	-0.47206604	
RHBG	Rh family B glycoprotein (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14572]	-0.47213784	
CARM1	coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393]	-0.47259986	
PDZRN3	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]	-0.4729169	
PCDH10	protocadherin 10 [Source:HGNC Symbol;Acc:HGNC:13404]	-0.4729237	
OR10H5	olfactory receptor family 10 subfamily H member 5 [Source:HGNC Symbol;Acc:HGNC:15389]	-0.47301567	
RUFY2	RUN and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19761]	-0.4730161	
C3orf18	chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]	-0.4732335	
CARNMT1	carnosine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23435]	-0.47324678	
DUPD1	dual specificity phosphatase and pro isomerase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23481]	-0.47339672	
MXD1	MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]	-0.47361413	
CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:18852]	-0.47376773	
LIME1	Lck interacting transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26016]	-0.4739452	
MRPL50	mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]	-0.4740396	
DCTN6	dynactin subunit 6 [Source:HGNC Symbol;Acc:HGNC:16964]	-0.47416314	
KLHL10	kelch like family member 10 [Source:HGNC Symbol;Acc:HGNC:18829]	-0.4741689	
NUPR1	nuclear protein 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29990]	-0.47425413	
REPIN1	replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]	-0.47444394	
CCDC126	coiled-coil domain containing 126 [Source:HGNC Symbol;Acc:HGNC:22398]	-0.47463113	
KDM8	lysine demethylase 8 [Source:HGNC Symbol;Acc:HGNC:25840]	-0.47470123	
SPEF2	sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]	-0.47486663	
AARD	alanine and arginine rich domain containing protein [Source:HGNC Symbol;Acc:HGNC:33842]	-0.4750594	
SSH1	slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]	-0.47523433	
PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]	-0.4752863	
OGN	osteoglycin [Source:HGNC Symbol;Acc:HGNC:8126]	-0.47568268	
DHX37	DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]	-0.4757339	
MYO5B	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	-0.47579658	
MIPOL1	mirror-image polydactyly 1 [Source:HGNC Symbol;Acc:HGNC:21460]	-0.47609392	
FPGT	fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825]	-0.47615397	
AKTIP	AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]	-0.4761752	
SALL4	spalt like transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:15924]	-0.4764087	
METTL27	methyltransferase like 27 [Source:HGNC Symbol;Acc:HGNC:19068]	-0.47651812	
MAP3K20	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]	-0.47657648	
DGKD	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]	-0.476588	
ZNRF1	zinc and ring finger 1 [Source:HGNC Symbol;Acc:HGNC:18452]	-0.47662553	
ZNF585A	zinc finger protein 585A [Source:HGNC Symbol;Acc:HGNC:26305]	-0.47687876	
MDH1	malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]	-0.477025	
POLR1A	RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]	-0.47715536	
RANBP10	RAN binding protein 10 [Source:HGNC Symbol;Acc:HGNC:29285]	-0.47721827	
EME2	essential meiotic structure-specific endonuclease subunit 2 [Source:HGNC Symbol;Acc:HGNC:27289]	-0.4773583	
CD36	CD36 molecule [Source:HGNC Symbol;Acc:HGNC:1663]	-0.4774693	
MAPKBP1	mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]	-0.47759143	
GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2 [Source:HGNC Symbol;Acc:HGNC:4087]	-0.4776156	
GGN	gametogenetin [Source:HGNC Symbol;Acc:HGNC:18869]	-0.4778213	
RBM24	RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]	-0.47800064	
RMI1	RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:HGNC:25764]	-0.47810104	
PPP3CA	protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]	-0.47818002	
SVOPL	SVOP like [Source:HGNC Symbol;Acc:HGNC:27034]	-0.478266	
SLITRK6	SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]	-0.4783398	
SMIM8	small integral membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:21401]	-0.4785314	
TMC5	transmembrane channel like 5 [Source:HGNC Symbol;Acc:HGNC:22999]	-0.47855574	
CUL5	cullin 5 [Source:HGNC Symbol;Acc:HGNC:2556]	-0.47860742	
HAPLN2	hyaluronan and proteoglycan link protein 2 [Source:HGNC Symbol;Acc:HGNC:17410]	-0.47899184	
YJEFN3	YjeF N-terminal domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24785]	-0.47905946	
ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:28739]	-0.47909245	
CCDC68	coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]	-0.47909367	
THAP1	THAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20856]	-0.4793572	
MBD5	methyl-CpG binding domain protein 5 [Source:HGNC Symbol;Acc:HGNC:20444]	-0.47940725	
FXR1	FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]	-0.47967845	
KBTBD12	kelch repeat and BTB domain containing 12 [Source:HGNC Symbol;Acc:HGNC:25731]	-0.47979146	
RAD17	RAD17 checkpoint clamp loader component [Source:HGNC Symbol;Acc:HGNC:9807]	-0.47990876	
DAW1	dynein assembly factor with WD repeats 1 [Source:HGNC Symbol;Acc:HGNC:26383]	-0.4800906	
ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:17827]	-0.48024228	
ZDHHC2	zinc finger DHHC-type palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:18469]	-0.4805436	
ATL2	atlastin GTPase 2 [Source:HGNC Symbol;Acc:HGNC:24047]	-0.4806821	
SERPIND1	serpin family D member 1 [Source:HGNC Symbol;Acc:HGNC:4838]	-0.4807846	
AKAP17A	A-kinase anchoring protein 17A [Source:HGNC Symbol;Acc:HGNC:18783]	-0.4808588	
FZD9	frizzled class receptor 9 [Source:HGNC Symbol;Acc:HGNC:4047]	-0.48088044	
AJAP1	adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]	-0.48104545	
FOXA1	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	-0.48121443	
PDLIM5	PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]	-0.48123562	
OSCAR	osteoclast associated Ig-like receptor [Source:HGNC Symbol;Acc:HGNC:29960]	-0.4812723	
CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]	-0.4813038	
ITSN1	intersectin 1 [Source:HGNC Symbol;Acc:HGNC:6183]	-0.4814485	
MRPL42	mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]	-0.48145798	
EEF1A2	eukaryotic translation elongation factor 1 alpha 2 [Source:HGNC Symbol;Acc:HGNC:3192]	-0.48146075	
CMYA5	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]	-0.48160124	
FHOD1	formin homology 2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17905]	-0.48161015	
MAK	male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]	-0.4816841	
KLF15	Kruppel like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536]	-0.48204502	
BRINP1	BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]	-0.48207936	
SPEN	spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]	-0.4821859	
XIRP1	xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]	-0.4822421	
SPAG16	sperm associated antigen 16 [Source:HGNC Symbol;Acc:HGNC:23225]	-0.48233482	
CPED1	cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]	-0.4824421	
HCAR1	hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]	-0.48247358	
EFCAB10	EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531]	-0.48247805	
TANGO2	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]	-0.4827752	
TRIM16	tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241]	-0.48285526	
MOCS2	molybdenum cofactor synthesis 2 [Source:HGNC Symbol;Acc:HGNC:7193]	-0.48314	
RNF112	ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]	-0.48318407	
IFT122	intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556]	-0.48320362	
TULP3	TUB like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425]	-0.4833585	
HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	-0.48346484	
TMCO3	transmembrane and coiled-coil domains 3 [Source:HGNC Symbol;Acc:HGNC:20329]	-0.48378536	
CSDE1	cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]	-0.48397857	
SLITRK5	SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295]	-0.484024	
MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]	-0.4841114	
RPAP3	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]	-0.4842761	
TRDN	triadin [Source:HGNC Symbol;Acc:HGNC:12261]	-0.4844946	
PLA2G6	phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]	-0.48453742	
NUDT12	nudix hydrolase 12 [Source:HGNC Symbol;Acc:HGNC:18826]	-0.48504564	
KCNQ4	potassium voltage-gated channel subfamily Q member 4 [Source:HGNC Symbol;Acc:HGNC:6298]	-0.4850502	
JOSD1	Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953]	-0.48535666	
SRPK3	SRSF protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:11402]	-0.48549098	
SACS	sacsin molecular chaperone [Source:HGNC Symbol;Acc:HGNC:10519]	-0.4855182	
TRPT1	tRNA phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:20316]	-0.48556626	
ODF3B	outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]	-0.4855675	
PGA4	pepsinogen A4 [Source:HGNC Symbol;Acc:HGNC:8886]	-0.48577744	
LMOD2	leiomodin 2 [Source:HGNC Symbol;Acc:HGNC:6648]	-0.48608616	
SLC25A30	solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]	-0.48616782	
AMOT	angiomotin [Source:HGNC Symbol;Acc:HGNC:17810]	-0.48624808	
SPART	spartin [Source:HGNC Symbol;Acc:HGNC:18514]	-0.4862563	
ANKRD23	ankyrin repeat domain 23 [Source:HGNC Symbol;Acc:HGNC:24470]	-0.48640558	
TTC3	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]	-0.48652768	
FGF11	fibroblast growth factor 11 [Source:HGNC Symbol;Acc:HGNC:3667]	-0.48684976	
TRPM7	transient receptor potential cation channel subfamily M member 7 [Source:HGNC Symbol;Acc:HGNC:17994]	-0.48685572	
CFAP157	cilia and flagella associated protein 157 [Source:HGNC Symbol;Acc:HGNC:27843]	-0.48693776	
TMCC2	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	-0.48707896	
FBXO42	F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]	-0.48730502	
LPO	lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]	-0.4874447	
BAIAP3	BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]	-0.48744747	
YIPF7	Yip1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:26825]	-0.48763037	
NAP1L5	nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]	-0.4877365	
ANK1	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]	-0.48794505	
DLST	dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]	-0.4883378	
IBA57	iron-sulfur cluster assembly factor IBA57 [Source:HGNC Symbol;Acc:HGNC:27302]	-0.48854616	
ZNF689	zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173]	-0.48860604	
SLC9A6	solute carrier family 9 member A6 [Source:HGNC Symbol;Acc:HGNC:11079]	-0.48862976	
STT3A	STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172]	-0.4886457	
POPDC2	popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]	-0.48864904	
VLDLR	very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]	-0.48865995	
MTM1	myotubularin 1 [Source:HGNC Symbol;Acc:HGNC:7448]	-0.48867705	
SOD2	superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]	-0.4887803	
MAP2K3	mitogen-activated protein kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6843]	-0.48880166	
TFAP4	transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]	-0.4889728	
NIN	ninein [Source:HGNC Symbol;Acc:HGNC:14906]	-0.48904622	
TRIM66	tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]	-0.4891153	
MFN1	mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]	-0.48913586	
PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	-0.48923653	
ZNF784	zinc finger protein 784 [Source:HGNC Symbol;Acc:HGNC:33111]	-0.48945865	
PRRT3	proline rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:26591]	-0.48961332	
RNF10	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]	-0.48964518	
ZNF449	zinc finger protein 449 [Source:HGNC Symbol;Acc:HGNC:21039]	-0.48964968	
PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:9387]	-0.48999104	
RAB12	RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]	-0.49009177	
C20orf194	chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]	-0.4901947	
TEX26	testis expressed 26 [Source:HGNC Symbol;Acc:HGNC:28622]	-0.49030477	
SENP7	SUMO specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:30402]	-0.49034432	
IBSP	integrin binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341]	-0.49046752	
ACOT6	acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159]	-0.49072063	
BCL2L13	BCL2 like 13 [Source:HGNC Symbol;Acc:HGNC:17164]	-0.4908702	
CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough [Source:HGNC Symbol;Acc:HGNC:53757]	-0.49087775	
WDR33	WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]	-0.49088275	
MT-RNR1	mitochondrially encoded 12S rRNA [Source:HGNC Symbol;Acc:HGNC:7470]	-0.49088392	
AMH	anti-Mullerian hormone [Source:HGNC Symbol;Acc:HGNC:464]	-0.49096945	
DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	-0.49132407	
ASB7	ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182]	-0.49145228	
PLEKHG1	pleckstrin homology and RhoGEF domain containing G1 [Source:HGNC Symbol;Acc:HGNC:20884]	-0.4915032	
AP1S2	adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]	-0.49156535	
FAM227A	family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]	-0.4915883	
MAGT1	magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]	-0.49159437	
RNF214	ring finger protein 214 [Source:HGNC Symbol;Acc:HGNC:25335]	-0.49165413	
C6orf58	chromosome 6 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:20960]	-0.49166256	
VPS9D1	VPS9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13526]	-0.4917225	
GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]	-0.49180385	
C8orf37	chromosome 8 open reading frame 37 [Source:HGNC Symbol;Acc:HGNC:27232]	-0.49184224	
MPP3	membrane palmitoylated protein 3 [Source:HGNC Symbol;Acc:HGNC:7221]	-0.49186423	
SRFBP1	serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]	-0.49201578	
WFIKKN2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]	-0.49211764	
AKAP6	A-kinase anchoring protein 6 [Source:HGNC Symbol;Acc:HGNC:376]	-0.49229595	
IDH2	isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]	-0.49245313	
F8	coagulation factor VIII [Source:HGNC Symbol;Acc:HGNC:3546]	-0.49252114	
CETN4P	centrin 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:35450]	-0.4926742	
PPP2R2B	protein phosphatase 2 regulatory subunit Bbeta [Source:HGNC Symbol;Acc:HGNC:9305]	-0.49295312	
CCDC85A	coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]	-0.49299562	
KIF13A	kinesin family member 13A [Source:HGNC Symbol;Acc:HGNC:14566]	-0.49310791	
SLC17A5	solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933]	-0.49316025	
ALDOC	aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]	-0.4931917	
GAS2L2	growth arrest specific 2 like 2 [Source:HGNC Symbol;Acc:HGNC:24846]	-0.49324104	
SFMBT2	Scm like with four mbt domains 2 [Source:HGNC Symbol;Acc:HGNC:20256]	-0.49328825	
PCYT2	phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]	-0.493314	
KTN1	kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]	-0.49338108	
MMADHC	metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221]	-0.49340993	
NRN1L	neuritin 1 like [Source:HGNC Symbol;Acc:HGNC:29811]	-0.49341124	
MAP2K7	mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]	-0.49350238	
RHBDL1	rhomboid like 1 [Source:HGNC Symbol;Acc:HGNC:10007]	-0.49365455	
PLCH2	phospholipase C eta 2 [Source:HGNC Symbol;Acc:HGNC:29037]	-0.49383852	
ATP4A	ATPase H+/K+ transporting subunit alpha [Source:HGNC Symbol;Acc:HGNC:819]	-0.49385792	
SLC38A4	solute carrier family 38 member 4 [Source:HGNC Symbol;Acc:HGNC:14679]	-0.493905	
MYOT	myotilin [Source:HGNC Symbol;Acc:HGNC:12399]	-0.49391824	
CYCS	cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]	-0.4939473	
ARAF	A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]	-0.4940351	
RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]	-0.49416593	
SPATA7	spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]	-0.4942221	
MAP3K13	mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]	-0.49428698	
HOXA3	homeobox A3 [Source:HGNC Symbol;Acc:HGNC:5104]	-0.49441642	
GFPT2	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]	-0.4944453	
SLC22A4	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	-0.49451804	
TUBB3	tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]	-0.49468395	
ZNF362	zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079]	-0.49478474	
TLL2	tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:11844]	-0.49480462	
CRHR2	corticotropin releasing hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:2358]	-0.4948413	
NPAS3	neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:HGNC:19311]	-0.49489626	
KIF19	kinesin family member 19 [Source:HGNC Symbol;Acc:HGNC:26735]	-0.49541235	
UNC5A	unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567]	-0.49542713	
TBC1D16	TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356]	-0.49568674	
MYRIP	myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]	-0.49570924	
LMOD1	leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]	-0.49595204	
SLC12A9	solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435]	-0.4961946	
RILPL1	Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]	-0.49630836	
FGD1	FYVE, RhoGEF and PH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3663]	-0.49658322	
PLD1	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	-0.49662408	
PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]	-0.49672285	
FNDC5	fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]	-0.49686307	
CDC37L1	cell division cycle 37 like 1 [Source:HGNC Symbol;Acc:HGNC:17179]	-0.49693614	
SLITRK2	SLIT and NTRK like family member 2 [Source:HGNC Symbol;Acc:HGNC:13449]	-0.49717188	
EXTL2	exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]	-0.49729282	
PDZD2	PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]	-0.4974829	
GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]	-0.49749315	
ABCB7	ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]	-0.49758622	
